Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,Compound 2,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output
40.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanone,lacticacid,0.97920025,7.4685e-05,0.02072506,0.04206268,0.94477379,0.01316353
40.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanone,lacticacid,0.9711054,9.1085e-05,0.02880352,0.04410771,0.9377157,0.01817659
40.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanone,lacticacid,0.96230298,0.00011204,0.03758498,0.04628913,0.93013605,0.02357482
20.0,0.999,0,0.0010033,0,1.0,0,h2o,benzene,lacticacid,0.99870316,0.00030257,0.00099427,0.00098327,0.99900703,9.6945e-06
20.0,0.998,0,0.0020129,0,1.0,0,h2o,benzene,lacticacid,0.99769646,0.00030869,0.00199485,0.00098573,0.99899484,1.9428e-05
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,benzene,lacticacid,0.99566352,0.00032131,0.00401517,0.00099065,0.99897033,3.9022e-05
20.0,0.9897,0,0.0103,0,1.0,0,h2o,benzene,lacticacid,0.98940368,0.00036265,0.01023367,0.00100527,0.99889574,9.8989e-05
20.0,0.9787,0,0.0213,0,1.0,0,h2o,benzene,lacticacid,0.97840194,0.00044483,0.02115322,0.00103061,0.99876496,0.00020444
20.0,0.9669,0,0.0331,0,1.0,0,h2o,benzene,lacticacid,0.96662372,0.00054748,0.0328288,0.00105454,0.99862784,0.00031762
20.0,0.9543,0,0.0457,0,1.0,0,h2o,benzene,lacticacid,0.95398363,0.00067613,0.04534024,0.00107769,0.99848209,0.00044022
20.0,0.9407,0,0.0593,0,1.0,0,h2o,benzene,lacticacid,0.94038399,0.00083796,0.05877805,0.00110183,0.99832292,0.00057525
30.0,0.999,0,0.0010033,0,1.0,0,h2o,benzene,lacticacid,0.99867757,0.0003338,0.00098863,0.00151155,0.99847262,1.5832e-05
30.0,0.998,0,0.0020129,0,1.0,0,h2o,benzene,lacticacid,0.99767582,0.00034062,0.00198357,0.00151607,0.99845221,3.1714e-05
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,benzene,lacticacid,0.9956527,0.00035469,0.00399261,0.00152508,0.99841127,6.365e-05
30.0,0.9897,0,0.0103,0,1.0,0,h2o,benzene,lacticacid,0.98942224,0.00040076,0.010177,0.0015533,0.99828529,0.00016142
30.0,0.9787,0,0.0213,0,1.0,0,h2o,benzene,lacticacid,0.97846776,0.00049244,0.0210398,0.00159795,0.99807074,0.00033131
30.0,0.9669,0,0.0331,0,1.0,0,h2o,benzene,lacticacid,0.96673519,0.00060697,0.03265784,0.00164098,0.99784714,0.00051188
30.0,0.9543,0,0.0457,0,1.0,0,h2o,benzene,lacticacid,0.95413999,0.00075048,0.04510954,0.0016849,0.99760849,0.00070661
30.0,0.9407,0,0.0593,0,1.0,0,h2o,benzene,lacticacid,0.94058045,0.00093111,0.05848844,0.00172638,0.99735828,0.00091534
40.0,0.999,0,0.0010033,0,1.0,0,h2o,benzene,lacticacid,0.99864802,0.0003714,0.00098058,0.0022536,0.99772183,2.4567e-05
40.0,0.998,0,0.0020129,0,1.0,0,h2o,benzene,lacticacid,0.9976535,0.00037902,0.00196748,0.00226133,0.99768947,4.9198e-05
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,benzene,lacticacid,0.99564492,0.00039476,0.00396032,0.00227834,0.99762282,9.8848e-05
40.0,0.9897,0,0.0103,0,1.0,0,h2o,benzene,lacticacid,0.98945706,0.00044632,0.01009662,0.00232517,0.99742496,0.00024987
40.0,0.9787,0,0.0213,0,1.0,0,h2o,benzene,lacticacid,0.97857171,0.00054893,0.02087936,0.0024007,0.99708858,0.00051072
40.0,0.9669,0,0.0331,0,1.0,0,h2o,benzene,lacticacid,0.9669068,0.00067705,0.03241616,0.00247607,0.99673727,0.00078666
40.0,0.9543,0,0.0457,0,1.0,0,h2o,benzene,lacticacid,0.95437366,0.00083768,0.04478866,0.00254736,0.9963747,0.00107794
40.0,0.9407,0,0.0593,0,1.0,0,h2o,benzene,lacticacid,0.94087404,0.00103965,0.05808631,0.00261923,0.99599143,0.00138934
20.0,0.999,0,0.0010033,0,1.0,0,h2o,butanone,lacticacid,0.84389929,0.15573241,0.0003683,0.42732012,0.57210973,0.00057014
20.0,0.998,0,0.0020129,0,1.0,0,h2o,butanone,lacticacid,0.84309466,0.15616552,0.00073982,0.42837282,0.57048402,0.00114316
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,butanone,lacticacid,0.84146535,0.15704201,0.00149264,0.4305194,0.56718269,0.0022979
20.0,0.9897,0,0.0103,0,1.0,0,h2o,butanone,lacticacid,0.836365,0.15980209,0.00383291,0.43723365,0.55693306,0.0058333
20.0,0.9787,0,0.0213,0,1.0,0,h2o,butanone,lacticacid,0.82711494,0.16485546,0.0080296,0.4496015,0.53842577,0.01197273
20.0,0.9669,0,0.0331,0,1.0,0,h2o,butanone,lacticacid,0.81626302,0.17106587,0.0126711,0.46301476,0.51855204,0.0184332
20.0,0.9543,0,0.0457,0,1.0,0,h2o,butanone,lacticacid,0.80231272,0.17975442,0.01793286,0.47601139,0.49876714,0.02522147
20.0,0.9407,0,0.0593,0,1.0,0,h2o,butanone,lacticacid,0.5862832,0.38424295,0.02947385,0.51226465,0.45811689,0.02961846
30.0,0.999,0,0.0010033,0,1.0,0,h2o,butanone,lacticacid,0.87600073,0.12367408,0.00032519,0.43826635,0.56115303,0.00058062
30.0,0.998,0,0.0020129,0,1.0,0,h2o,butanone,lacticacid,0.87524664,0.12409989,0.00065347,0.43943674,0.55939925,0.001164
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,butanone,lacticacid,0.87371682,0.12496369,0.00131948,0.44182295,0.55583795,0.0023391
30.0,0.9897,0,0.0103,0,1.0,0,h2o,butanone,lacticacid,0.86889965,0.1277033,0.00339705,0.4492833,0.54478449,0.00593221
30.0,0.9787,0,0.0213,0,1.0,0,h2o,butanone,lacticacid,0.86007484,0.13277399,0.00715117,0.4630566,0.52478987,0.01215353
30.0,0.9669,0,0.0331,0,1.0,0,h2o,butanone,lacticacid,0.84960882,0.13903991,0.01135127,0.47818696,0.50314027,0.01867277
30.0,0.9543,0,0.0457,0,1.0,0,h2o,butanone,lacticacid,0.83503788,0.14870081,0.01626131,0.49165238,0.48285145,0.02549617
30.0,0.9407,0,0.0593,0,1.0,0,h2o,butanone,lacticacid,0.56169267,0.40902476,0.02928257,0.55585968,0.41483464,0.02930568
40.0,0.999,0,0.0010033,0,1.0,0,h2o,butanone,lacticacid,0.9059025,0.0938163,0.0002812,0.44479388,0.55461496,0.00059116
40.0,0.998,0,0.0020129,0,1.0,0,h2o,butanone,lacticacid,0.90527651,0.09415835,0.00056515,0.44605211,0.55276284,0.00118505
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,butanone,lacticacid,0.9040017,0.09485682,0.00114148,0.44860676,0.54901215,0.00238109
40.0,0.9897,0,0.0103,0,1.0,0,h2o,butanone,lacticacid,0.89998258,0.0970757,0.00294172,0.4566007,0.53736301,0.00603629
40.0,0.9787,0,0.0213,0,1.0,0,h2o,butanone,lacticacid,0.89257219,0.10122099,0.00620682,0.47130329,0.51633889,0.01235782
40.0,0.9669,0,0.0331,0,1.0,0,h2o,butanone,lacticacid,0.8839786,0.10615301,0.00986839,0.48803594,0.49299208,0.01897199
40.0,0.9543,0,0.0457,0,1.0,0,h2o,butanone,lacticacid,0.87253719,0.11332299,0.01413982,0.50466635,0.46943867,0.02589498
40.0,0.9407,0,0.0593,0,1.0,0,h2o,butanone,lacticacid,0.57345557,0.39754706,0.02899737,0.57182197,0.39916944,0.02900859
20.0,0.999,0,0.0010033,0,1.0,0,h2o,ccl4,lacticacid,0.9989112,8.6298e-05,0.0010025,0.00022103,0.99977806,9.1238e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,ccl4,lacticacid,0.99790055,8.811e-05,0.00201134,0.00022099,0.99977718,1.8254e-06
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,ccl4,lacticacid,0.99585991,9.1858e-05,0.00404823,0.00022092,0.99977542,3.6536e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,ccl4,lacticacid,0.98957861,0.00010417,0.01031722,0.00022069,0.99977015,9.1619e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,ccl4,lacticacid,0.97854635,0.00012879,0.02132487,0.00022021,0.99976133,1.8461e-05
20.0,0.9669,0,0.0331,0,1.0,0,h2o,ccl4,lacticacid,0.96674588,0.00015977,0.03309434,0.00021959,0.99975243,2.7982e-05
20.0,0.9543,0,0.0457,0,1.0,0,h2o,ccl4,lacticacid,0.95409413,0.0001989,0.04570697,0.00021975,0.99974212,3.8137e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,ccl4,lacticacid,0.94049473,0.00024852,0.05925676,0.0002189,0.99973257,4.8527e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,ccl4,lacticacid,0.99891431,8.379e-05,0.0010019,0.00036627,0.99963207,1.6635e-06
30.0,0.998,0,0.0020129,0,1.0,0,h2o,ccl4,lacticacid,0.99790423,8.5635e-05,0.00201014,0.00036627,0.9996304,3.3258e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,ccl4,lacticacid,0.9958647,8.9455e-05,0.00404585,0.00036628,0.99962708,6.6474e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,ccl4,lacticacid,0.98958668,0.00010203,0.01031128,0.00036721,0.99961609,1.6708e-05
30.0,0.9787,0,0.0213,0,1.0,0,h2o,ccl4,lacticacid,0.97855931,0.00012735,0.02131333,0.00036728,0.99959924,3.3475e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,ccl4,lacticacid,0.96676306,0.00015944,0.0330775,0.00036707,0.99958247,5.0456e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,ccl4,lacticacid,0.95411447,0.00020024,0.04568529,0.00036652,0.99956567,6.7806e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,ccl4,lacticacid,0.94051746,0.00025229,0.05923025,0.0003656,0.9995487,8.5698e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,ccl4,lacticacid,0.99891551,8.3588e-05,0.0010009,0.00058541,0.99941171,2.8849e-06
40.0,0.998,0,0.0020129,0,1.0,0,h2o,ccl4,lacticacid,0.99790635,8.5506e-05,0.00200814,0.00058558,0.99940865,5.765e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,ccl4,lacticacid,0.99586863,8.9479e-05,0.00404189,0.00058592,0.99940257,1.1512e-05
40.0,0.9897,0,0.0103,0,1.0,0,h2o,ccl4,lacticacid,0.9895957,0.0001026,0.0103017,0.0005868,0.99938453,2.8671e-05
40.0,0.9787,0,0.0213,0,1.0,0,h2o,ccl4,lacticacid,0.978576,0.00012916,0.02129484,0.00058787,0.999355,5.7125e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,ccl4,lacticacid,0.9667863,0.00016301,0.03305068,0.00058838,0.999326,8.5616e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,ccl4,lacticacid,0.95414303,0.00020631,0.04565066,0.00058828,0.99929732,0.00011439
40.0,0.9407,0,0.0593,0,1.0,0,h2o,ccl4,lacticacid,0.94054993,0.00026186,0.05918821,0.00058754,0.99926873,0.00014372
20.0,0.999,0,0.0010033,0,1.0,0,h2o,ch2cl2,lacticacid,0.99299819,0.00602183,0.00097998,0.00197579,0.99800487,1.9336e-05
20.0,0.998,0,0.0020129,0,1.0,0,h2o,ch2cl2,lacticacid,0.99192143,0.00611252,0.00196605,0.00198304,0.9979782,3.8763e-05
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,ch2cl2,lacticacid,0.98974468,0.00629866,0.00395666,0.00199761,0.99792449,7.7902e-05
20.0,0.9897,0,0.0103,0,1.0,0,h2o,ch2cl2,lacticacid,0.98302244,0.00689746,0.0100801,0.00204184,0.99776038,0.00019778
20.0,0.9787,0,0.0213,0,1.0,0,h2o,ch2cl2,lacticacid,0.9711359,0.00804656,0.02081755,0.0021196,0.99747267,0.00040773
20.0,0.9669,0,0.0331,0,1.0,0,h2o,ch2cl2,lacticacid,0.95830607,0.00942068,0.03227325,0.00219868,0.99716972,0.0006316
20.0,0.9543,0,0.0457,0,1.0,0,h2o,ch2cl2,lacticacid,0.94441783,0.01106929,0.04451288,0.00228271,0.99684382,0.00087348
20.0,0.9407,0,0.0593,0,1.0,0,h2o,ch2cl2,lacticacid,0.92933059,0.01305711,0.0576123,0.00236827,0.99649753,0.0011342
30.0,0.999,0,0.0010033,0,1.0,0,h2o,ch2cl2,lacticacid,0.9930327,0.00599754,0.00096975,0.00296784,0.99700156,3.06e-05
30.0,0.998,0,0.0020129,0,1.0,0,h2o,ch2cl2,lacticacid,0.99196443,0.00608998,0.00194559,0.00298081,0.99695786,6.1333e-05
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,ch2cl2,lacticacid,0.98980451,0.00627978,0.00391571,0.00300683,0.99686995,0.00012321
30.0,0.9897,0,0.0103,0,1.0,0,h2o,ch2cl2,lacticacid,0.98313238,0.00689059,0.00997703,0.00308821,0.99659885,0.00031294
30.0,0.9787,0,0.0213,0,1.0,0,h2o,ch2cl2,lacticacid,0.97132421,0.00806543,0.02061036,0.00322437,0.99613247,0.00064316
30.0,0.9669,0,0.0331,0,1.0,0,h2o,ch2cl2,lacticacid,0.95856927,0.00947233,0.0319584,0.00336741,0.99563699,0.00099559
30.0,0.9543,0,0.0457,0,1.0,0,h2o,ch2cl2,lacticacid,0.94474729,0.01116442,0.04408829,0.00351507,0.99511176,0.00137316
30.0,0.9407,0,0.0593,0,1.0,0,h2o,ch2cl2,lacticacid,0.9297163,0.01320888,0.05707481,0.00366619,0.99455543,0.00177838
40.0,0.999,0,0.0010033,0,1.0,0,h2o,ch2cl2,lacticacid,0.99297685,0.00606761,0.00095555,0.00433366,0.99562025,4.6088e-05
40.0,0.998,0,0.0020129,0,1.0,0,h2o,ch2cl2,lacticacid,0.9919205,0.00616243,0.00191706,0.00435776,0.99554977,9.2478e-05
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,ch2cl2,lacticacid,0.98978407,0.00635736,0.00385856,0.00440212,0.99541208,0.0001858
40.0,0.9897,0,0.0103,0,1.0,0,h2o,ch2cl2,lacticacid,0.9831807,0.00698547,0.00983383,0.00453646,0.99499222,0.00047131
40.0,0.9787,0,0.0213,0,1.0,0,h2o,ch2cl2,lacticacid,0.9714854,0.00819423,0.02032037,0.00476853,0.99426224,0.00096924
40.0,0.9669,0,0.0331,0,1.0,0,h2o,ch2cl2,lacticacid,0.95883657,0.00964466,0.03151877,0.00500778,0.9934936,0.00149862
40.0,0.9543,0,0.0457,0,1.0,0,h2o,ch2cl2,lacticacid,0.94511269,0.01139191,0.04349539,0.00525476,0.99268119,0.00206405
40.0,0.9407,0,0.0593,0,1.0,0,h2o,ch2cl2,lacticacid,0.93016843,0.01350659,0.05632498,0.00550817,0.99182294,0.00266889
20.0,0.999,0,0.0010033,0,1.0,0,h2o,chcl3,lacticacid,0.99780815,0.00119339,0.00099846,0.0005399,0.99945592,4.1749e-06
20.0,0.998,0,0.0020129,0,1.0,0,h2o,chcl3,lacticacid,0.99678178,0.00121501,0.00200321,0.00054058,0.99945107,8.3493e-06
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,chcl3,lacticacid,0.99470862,0.00125956,0.00403182,0.00054193,0.99944137,1.6698e-05
20.0,0.9897,0,0.0103,0,1.0,0,h2o,chcl3,lacticacid,0.98832075,0.00140435,0.01027491,0.000546,0.99941222,4.1776e-05
20.0,0.9787,0,0.0213,0,1.0,0,h2o,chcl3,lacticacid,0.97707716,0.00168807,0.02123477,0.00055278,0.99936337,8.3848e-05
20.0,0.9669,0,0.0331,0,1.0,0,h2o,chcl3,lacticacid,0.96501564,0.00203609,0.03294828,0.00055949,0.99931395,0.00012656
20.0,0.9543,0,0.0457,0,1.0,0,h2o,chcl3,lacticacid,0.95204208,0.0024646,0.04549332,0.00056606,0.99926368,0.00017026
20.0,0.9407,0,0.0593,0,1.0,0,h2o,chcl3,lacticacid,0.93804725,0.00299436,0.05895839,0.00057245,0.99921226,0.00021529
30.0,0.999,0,0.0010033,0,1.0,0,h2o,chcl3,lacticacid,0.9978798,0.0011241,0.0009961,0.00085671,0.99913637,6.922e-06
30.0,0.998,0,0.0020129,0,1.0,0,h2o,chcl3,lacticacid,0.99685613,0.00114536,0.00199851,0.00085804,0.99912813,1.3835e-05
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,chcl3,lacticacid,0.9947883,0.0011892,0.00402249,0.00086069,0.99911167,2.7639e-05
30.0,0.9897,0,0.0103,0,1.0,0,h2o,chcl3,lacticacid,0.98841587,0.00133202,0.01025211,0.00086863,0.99906245,6.8917e-05
30.0,0.9787,0,0.0213,0,1.0,0,h2o,chcl3,lacticacid,0.97719609,0.00161311,0.0211908,0.00088166,0.99898078,0.00013756
30.0,0.9669,0,0.0331,0,1.0,0,h2o,chcl3,lacticacid,0.96515642,0.00195952,0.03288405,0.00089634,0.99889654,0.00020712
30.0,0.9543,0,0.0457,0,1.0,0,h2o,chcl3,lacticacid,0.95220139,0.00238824,0.04541037,0.00090933,0.99881339,0.00027728
30.0,0.9407,0,0.0593,0,1.0,0,h2o,chcl3,lacticacid,0.9382215,0.00292074,0.05885776,0.00092193,0.99872914,0.00034893
40.0,0.999,0,0.0010033,0,1.0,0,h2o,chcl3,lacticacid,0.99792148,0.00108595,0.00099256,0.0013205,0.99866854,1.0957e-05
40.0,0.998,0,0.0020129,0,1.0,0,h2o,chcl3,lacticacid,0.99690127,0.00110726,0.00199147,0.00132294,0.99865516,2.1891e-05
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,chcl3,lacticacid,0.99484025,0.00115123,0.00400853,0.00132781,0.99862849,4.3696e-05
40.0,0.9897,0,0.0103,0,1.0,0,h2o,chcl3,lacticacid,0.9884876,0.00129468,0.01021772,0.00134434,0.9985467,0.00010896
40.0,0.9787,0,0.0213,0,1.0,0,h2o,chcl3,lacticacid,0.97729755,0.00157817,0.02112428,0.00136898,0.99841423,0.00021679
40.0,0.9669,0,0.0331,0,1.0,0,h2o,chcl3,lacticacid,0.96528272,0.00192929,0.03278799,0.00139286,0.9982828,0.00032433
40.0,0.9543,0,0.0457,0,1.0,0,h2o,chcl3,lacticacid,0.95234803,0.00236562,0.04528635,0.00141589,0.99815173,0.00043238
40.0,0.9407,0,0.0593,0,1.0,0,h2o,chcl3,lacticacid,0.93838399,0.00290954,0.05870646,0.00144014,0.99801698,0.00054288
20.0,0.999,0,0.0010033,0,1.0,0,h2o,cs2,lacticacid,0.99844185,0.00055574,0.00100241,0.00011055,0.99988903,4.2197e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,cs2,lacticacid,0.99742401,0.00056485,0.00201113,0.00011052,0.99988864,8.4427e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,cs2,lacticacid,0.99536868,0.00058357,0.00404775,0.00011046,0.99988785,1.69e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,cs2,lacticacid,0.98904071,0.00064391,0.01031538,0.00011026,0.9998855,4.2388e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,cs2,lacticacid,0.97792102,0.00076023,0.02131875,0.00010989,0.99988157,8.5413e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,cs2,lacticacid,0.96601929,0.00089998,0.03308073,0.00010944,0.99987762,1.2942e-05
20.0,0.9543,0,0.0457,0,1.0,0,h2o,cs2,lacticacid,0.95324973,0.00106842,0.04568185,0.0001089,0.99987362,1.7478e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,cs2,lacticacid,0.93951358,0.00127213,0.05921428,0.00010826,0.99986954,2.2194e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,cs2,lacticacid,0.99847846,0.00051939,0.00100215,0.00018946,0.99980973,8.0447e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,cs2,lacticacid,0.99746096,0.00052843,0.0020106,0.00018944,0.99980895,1.6084e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,cs2,lacticacid,0.99540627,0.00054703,0.0040467,0.0001894,0.99980739,3.2152e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,cs2,lacticacid,0.98908,0.00060718,0.01031283,0.00018924,0.99980273,8.0305e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,cs2,lacticacid,0.97796232,0.00072384,0.02131385,0.00018888,0.99979505,1.607e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,cs2,lacticacid,0.96606133,0.00086503,0.03307364,0.00018836,0.99978746,2.4182e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,cs2,lacticacid,0.95329091,0.00103644,0.04567265,0.00018768,0.99977989,3.2432e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,cs2,lacticacid,0.93955186,0.00124518,0.05920296,0.0001868,0.9997723,4.0894e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,cs2,lacticacid,0.99849959,0.00049876,0.00100165,0.00031158,0.99968698,1.4445e-06
40.0,0.998,0,0.0020129,0,1.0,0,h2o,cs2,lacticacid,0.99748248,0.0005079,0.00200962,0.0003116,0.99968552,2.8864e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,cs2,lacticacid,0.99542852,0.00052674,0.00404474,0.00031163,0.99968261,5.7629e-06
40.0,0.9897,0,0.0103,0,1.0,0,h2o,cs2,lacticacid,0.98910413,0.00058782,0.01030804,0.00031166,0.99967399,1.4343e-05
40.0,0.9787,0,0.0213,0,1.0,0,h2o,cs2,lacticacid,0.97798865,0.00070692,0.02130443,0.00031263,0.99965861,2.8761e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,cs2,lacticacid,0.96608805,0.00085204,0.03305991,0.00031245,0.99964447,4.3079e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,cs2,lacticacid,0.95331593,0.00102932,0.04565474,0.00031194,0.99963055,5.7504e-05
40.0,0.9407,0,0.0593,0,1.0,0,h2o,cs2,lacticacid,0.93957261,0.00124655,0.05918085,0.0003111,0.99961674,7.2157e-05
20.0,0.999,0,0.0010033,0,1.0,0,h2o,cyclohexane,lacticacid,0.99896939,2.7517e-05,0.0010031,0.00012077,0.99987895,2.7746e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,cyclohexane,lacticacid,0.99795933,2.8148e-05,0.00201252,0.0001207,0.99987875,5.5507e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,cyclohexane,lacticacid,0.99591993,2.9458e-05,0.00405061,0.00012055,0.99987834,1.1108e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,cyclohexane,lacticacid,0.98964299,3.379e-05,0.01032322,0.00012009,0.99987712,2.7836e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,cyclohexane,lacticacid,0.97862028,4.2574e-05,0.02133714,0.00011929,0.99987512,5.5981e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,cyclohexane,lacticacid,0.96683281,5.3813e-05,0.03311338,0.00011841,0.99987312,8.4617e-06
20.0,0.9543,0,0.0457,0,1.0,0,h2o,cyclohexane,lacticacid,0.95419797,6.8243e-05,0.04573379,0.00011747,0.99987114,1.1396e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,cyclohexane,lacticacid,0.94062081,8.6837e-05,0.05929235,0.00011643,0.99986915,1.4425e-05
30.0,0.999,0,0.0010033,0,1.0,0,h2o,cyclohexane,lacticacid,0.99896795,2.9126e-05,0.00100293,0.00020721,0.99979226,5.3253e-07
30.0,0.998,0,0.0020129,0,1.0,0,h2o,cyclohexane,lacticacid,0.997958,2.9818e-05,0.00201219,0.0002071,0.99979183,1.0645e-06
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,cyclohexane,lacticacid,0.99591881,3.1252e-05,0.00404994,0.00020689,0.99979098,2.1271e-06
30.0,0.9897,0,0.0103,0,1.0,0,h2o,cyclohexane,lacticacid,0.9896424,3.6007e-05,0.01032159,0.00020622,0.99978847,5.3056e-06
30.0,0.9787,0,0.0213,0,1.0,0,h2o,cyclohexane,lacticacid,0.97862029,4.569e-05,0.02133402,0.00020503,0.99978438,1.059e-05
30.0,0.9669,0,0.0331,0,1.0,0,h2o,cyclohexane,lacticacid,0.96683298,5.8138e-05,0.03310888,0.00020372,0.99978039,1.5889e-05
30.0,0.9543,0,0.0457,0,1.0,0,h2o,cyclohexane,lacticacid,0.95419781,7.4194e-05,0.04572799,0.00020228,0.99977648,2.1243e-05
30.0,0.9407,0,0.0593,0,1.0,0,h2o,cyclohexane,lacticacid,0.94061971,9.4971e-05,0.05928532,0.00020068,0.99977262,2.67e-05
40.0,0.999,0,0.0010033,0,1.0,0,h2o,cyclohexane,lacticacid,0.99896596,3.1413e-05,0.00100263,0.00034087,0.99965817,9.6264e-07
40.0,0.998,0,0.0020129,0,1.0,0,h2o,cyclohexane,lacticacid,0.99795623,3.2181e-05,0.00201159,0.00034072,0.99965735,1.9231e-06
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,cyclohexane,lacticacid,0.99591746,3.3775e-05,0.00404877,0.00034044,0.99965573,3.8375e-06
40.0,0.9897,0,0.0103,0,1.0,0,h2o,cyclohexane,lacticacid,0.98964218,3.9069e-05,0.01031875,0.00033953,0.99965093,9.5343e-06
40.0,0.9787,0,0.0213,0,1.0,0,h2o,cyclohexane,lacticacid,0.97862159,4.9887e-05,0.02132853,0.00033878,0.9996422,1.9025e-05
40.0,0.9669,0,0.0331,0,1.0,0,h2o,cyclohexane,lacticacid,0.96683513,6.3854e-05,0.03310102,0.00033706,0.99963456,2.8382e-05
40.0,0.9543,0,0.0457,0,1.0,0,h2o,cyclohexane,lacticacid,0.95420009,8.1937e-05,0.04571797,0.00033511,0.99962716,3.7735e-05
40.0,0.9407,0,0.0593,0,1.0,0,h2o,cyclohexane,lacticacid,0.94062131,0.00010542,0.05927328,0.00033288,0.99961995,4.7169e-05
20.0,0.999,0,0.0010033,0,1.0,0,h2o,dodecane,lacticacid,0.99899689,1.1061e-09,0.00100311,0.0001666,0.99983307,3.3372e-07
20.0,0.998,0,0.0020129,0,1.0,0,h2o,dodecane,lacticacid,0.99798744,1.1571e-09,0.00201256,0.00016648,0.99983286,6.6758e-07
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,dodecane,lacticacid,0.99594931,1.2666e-09,0.00405069,0.00016623,0.99983243,1.3358e-06
20.0,0.9897,0,0.0103,0,1.0,0,h2o,dodecane,lacticacid,0.98967651,1.6634e-09,0.01032348,0.00016548,0.99983118,3.346e-06
20.0,0.9787,0,0.0213,0,1.0,0,h2o,dodecane,lacticacid,0.97866209,2.6319e-09,0.02133791,0.00016416,0.99982911,6.7236e-06
20.0,0.9669,0,0.0331,0,1.0,0,h2o,dodecane,lacticacid,0.966885,4.1887e-09,0.03311499,0.00016276,0.99982708,1.0154e-05
20.0,0.9543,0,0.0457,0,1.0,0,h2o,dodecane,lacticacid,0.95426325,6.7072e-09,0.04573675,0.00016127,0.99982507,1.3661e-05
20.0,0.9407,0,0.0593,0,1.0,0,h2o,dodecane,lacticacid,0.94070261,1.0808e-08,0.05929738,0.00015965,0.99982307,1.7275e-05
