Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,Compound 2,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output
40.0,0.999,0,0.0010033,0,1.0,0,h2o,2-nonanone,lacticacid,0.99941274,6.3764e-05,0.00052349,0.0625496,0.93695653,0.00049387
40.0,0.998,0,0.0020129,0,1.0,0,h2o,2-nonanone,lacticacid,0.99888452,6.4693e-05,0.00105079,0.06280276,0.93620635,0.0009909
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-nonanone,lacticacid,0.99781645,6.6604e-05,0.00211695,0.06331313,0.9346923,0.00199457
40.0,0.9897,0,0.0103,0,1.0,0,h2o,2-nonanone,lacticacid,0.99451603,7.2797e-05,0.00541117,0.06487786,0.93003707,0.00508507
40.0,0.9787,0,0.0213,0,1.0,0,h2o,2-nonanone,lacticacid,0.98867236,8.4883e-05,0.01124276,0.06761157,0.9218693,0.01051912
40.0,0.9669,0,0.0331,0,1.0,0,h2o,2-nonanone,lacticacid,0.98235404,9.9698e-05,0.01754626,0.07050883,0.91314844,0.01634273
40.0,0.9543,0,0.0457,0,1.0,0,h2o,2-nonanone,lacticacid,0.9755029,0.00011801,0.02437909,0.07360504,0.9037895,0.02260545
40.0,0.9407,0,0.0593,0,1.0,0,h2o,2-nonanone,lacticacid,0.96805109,0.00014085,0.03180806,0.07692562,0.89370889,0.0293655
20.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanol,lacticacid,0.99927395,0.00018034,0.00054571,0.23444771,0.76501741,0.00053488
20.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanol,lacticacid,0.99872176,0.00018268,0.00109556,0.23464359,0.76428291,0.0010735
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanol,lacticacid,0.99760466,0.00018747,0.00220787,0.23503827,0.76279961,0.00216212
20.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanol,lacticacid,0.994148,0.00020293,0.00564907,0.23624566,0.75823236,0.00552198
20.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanol,lacticacid,0.9880112,0.00023278,0.01175602,0.23834747,0.7501962,0.01145633
20.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanol,lacticacid,0.98135502,0.00026887,0.0183761,0.24055892,0.74159006,0.01785102
20.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanol,lacticacid,0.97411345,0.00031288,0.02557368,0.24288271,0.73235579,0.0247615
20.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanol,lacticacid,0.96621052,0.00036697,0.03342251,0.24533757,0.72240866,0.03225377
30.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanol,lacticacid,0.99934158,0.00016417,0.00049426,0.2296272,0.76981105,0.00056175
30.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanol,lacticacid,0.99884137,0.00016618,0.00099245,0.229846,0.76902666,0.00112734
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanol,lacticacid,0.99782884,0.00017031,0.00200085,0.23028668,0.76744314,0.00227018
30.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanol,lacticacid,0.9946908,0.00018363,0.00512556,0.23163357,0.76257151,0.00579492
30.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanol,lacticacid,0.98910101,0.00020934,0.01068965,0.23396934,0.75401969,0.01201096
30.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanol,lacticacid,0.98301048,0.00024045,0.01674907,0.23641255,0.74489291,0.01869454
30.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanol,lacticacid,0.97635211,0.00027841,0.02336948,0.2389807,0.73511936,0.02589994
30.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanol,lacticacid,0.96904614,0.00032519,0.03062867,0.24167431,0.7246362,0.03368948
40.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanol,lacticacid,0.99939393,0.0001541,0.00045198,0.22662148,0.77279449,0.00058403
40.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanol,lacticacid,0.99893642,0.00015589,0.00090768,0.22686065,0.77196735,0.001172
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanol,lacticacid,0.99800994,0.00015958,0.00183048,0.22734226,0.77029784,0.00235991
40.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanol,lacticacid,0.99513519,0.00017145,0.00469336,0.22881363,0.76516415,0.00602223
40.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanol,lacticacid,0.99000119,0.00019434,0.00980447,0.23136194,0.75616269,0.01247537
40.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanol,lacticacid,0.9843873,0.00022201,0.01539069,0.23402373,0.74657098,0.01940529
40.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanol,lacticacid,0.9782253,0.0002558,0.02151891,0.23681568,0.7363192,0.02686512
40.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanol,lacticacid,0.97143341,0.00029749,0.0282691,0.23973784,0.7253468,0.03491536
20.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanone,lacticacid,0.99916372,0.00030696,0.00052932,0.07522688,0.92428029,0.00049283
20.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanone,lacticacid,0.99862745,0.00031054,0.00106201,0.07553765,0.92347308,0.00098927
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanone,lacticacid,0.99754451,0.00031786,0.00213763,0.07616487,0.92184198,0.00199316
20.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanone,lacticacid,0.99420972,0.00034126,0.00544902,0.07809367,0.91681052,0.00509581
20.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanone,lacticacid,0.98834666,0.00038557,0.01126777,0.08148612,0.90792207,0.0105918
20.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanone,lacticacid,0.98206463,0.00043779,0.01749758,0.08512055,0.89834256,0.01653689
20.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanone,lacticacid,0.97531466,0.00049976,0.02418558,0.08903054,0.88798075,0.02298871
20.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanone,lacticacid,0.96804302,0.00057378,0.03138319,0.09327189,0.87670994,0.03001817
30.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanone,lacticacid,0.99924367,0.00026383,0.0004925,0.07785668,0.92161837,0.00052495
30.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanone,lacticacid,0.99874489,0.00026686,0.00098825,0.07818624,0.9207602,0.00105356
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanone,lacticacid,0.99773726,0.00027305,0.00198969,0.07885106,0.91902702,0.00212192
30.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanone,lacticacid,0.99463106,0.00029285,0.00507609,0.08089292,0.91368813,0.00541895
30.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanone,lacticacid,0.9891574,0.0003304,0.0105122,0.08447479,0.90428351,0.0112417
30.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanone,lacticacid,0.98327439,0.00037478,0.01635083,0.08830084,0.89418302,0.01751615
30.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanone,lacticacid,0.97693177,0.00042761,0.02264061,0.09240511,0.8832963,0.02429859
30.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanone,lacticacid,0.97007379,0.00049097,0.02943523,0.09684194,0.87150023,0.03165782
40.0,0.999,0,0.0010033,0,1.0,0,h2o,2-octanone,lacticacid,0.99930245,0.00023613,0.00046142,0.08110779,0.91834038,0.00055182
40.0,0.998,0,0.0020129,0,1.0,0,h2o,2-octanone,lacticacid,0.99883521,0.00023879,0.000926,0.08145325,0.9174394,0.00110735
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-octanone,lacticacid,0.99789097,0.00024424,0.0018648,0.08214993,0.91562043,0.00222964
40.0,0.9897,0,0.0103,0,1.0,0,h2o,2-octanone,lacticacid,0.99497736,0.00026165,0.00476099,0.08428812,0.91002251,0.00568937
40.0,0.9787,0,0.0213,0,1.0,0,h2o,2-octanone,lacticacid,0.98983242,0.00029471,0.00987287,0.08803348,0.90018051,0.01178601
40.0,0.9669,0,0.0331,0,1.0,0,h2o,2-octanone,lacticacid,0.98428714,0.00033386,0.015379,0.09202735,0.88963544,0.01833721
40.0,0.9543,0,0.0457,0,1.0,0,h2o,2-octanone,lacticacid,0.97829019,0.0003806,0.02132921,0.09630407,0.87829753,0.0253984
40.0,0.9407,0,0.0593,0,1.0,0,h2o,2-octanone,lacticacid,0.97178396,0.00043683,0.02777921,0.10091708,0.86604619,0.03303673
20.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanol,lacticacid,0.99932373,3.3995e-06,0.00067287,0.15001759,0.84957635,0.00040606
20.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanol,lacticacid,0.99864556,3.4767e-06,0.00135096,0.15008447,0.84910095,0.00081458
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanol,lacticacid,0.99727333,3.6376e-06,0.00272304,0.15021868,0.84814221,0.00163911
20.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanol,lacticacid,0.99302546,4.1754e-06,0.00697036,0.15062909,0.84519638,0.00417454
20.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanol,lacticacid,0.98547891,5.2956e-06,0.0145158,0.15131841,0.84006194,0.00861966
20.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanol,lacticacid,0.97729106,6.7845e-06,0.02270215,0.15201988,0.83461343,0.01336669
20.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanol,lacticacid,0.96838724,8.7835e-06,0.03160397,0.15273677,0.8288098,0.01845343
20.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanol,lacticacid,0.9586812,1.1496e-05,0.0413073,0.15345873,0.82261716,0.02392411
30.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanol,lacticacid,0.99937552,3.264e-06,0.00062121,0.14834485,0.85121206,0.00044309
30.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanol,lacticacid,0.99874913,3.3351e-06,0.00124753,0.14843538,0.85067586,0.00088876
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanol,lacticacid,0.99748082,3.4833e-06,0.00251569,0.14861713,0.84959492,0.00178795
30.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanol,lacticacid,0.99354744,3.9784e-06,0.00644858,0.14917228,0.84627755,0.00455016
30.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanol,lacticacid,0.98653301,5.008e-06,0.01346198,0.15010908,0.84050876,0.00938216
30.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanol,lacticacid,0.97888509,6.3756e-06,0.02110854,0.15106571,0.83440815,0.01452614
30.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanol,lacticacid,0.97052585,8.2129e-06,0.02946594,0.15204537,0.82793634,0.02001829
30.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanol,lacticacid,0.961365,1.0711e-05,0.03862429,0.15303658,0.82106284,0.02590058
40.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanol,lacticacid,0.99941987,3.2429e-06,0.00057689,0.14765467,0.85187028,0.00047505
40.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanol,lacticacid,0.99883796,3.3108e-06,0.00115873,0.1477656,0.85128158,0.00095282
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanol,lacticacid,0.99765906,3.4521e-06,0.00233749,0.1479884,0.850095,0.0019166
40.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanol,lacticacid,0.99399735,3.9236e-06,0.00599872,0.14866913,0.84645514,0.00487572
40.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanol,lacticacid,0.98744643,4.9022e-06,0.01254867,0.1498213,0.84013258,0.01004612
40.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanol,lacticacid,0.98027348,6.2001e-06,0.01972032,0.15100133,0.83345823,0.01554044
40.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanol,lacticacid,0.97239784,7.9428e-06,0.02759422,0.15221244,0.82639407,0.02139349
40.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanol,lacticacid,0.96372528,1.0315e-05,0.0362644,0.15344152,0.81891342,0.02764506
20.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanone,lacticacid,0.99931433,5.5328e-06,0.00068014,0.03941663,0.96024089,0.00034248
20.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanone,lacticacid,0.99862931,5.6531e-06,0.00136504,0.03954148,0.95977134,0.00068718
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanone,lacticacid,0.99724479,5.9029e-06,0.0027493,0.0397928,0.95882383,0.00138337
20.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanone,lacticacid,0.99297171,6.7326e-06,0.00702156,0.04056045,0.95591155,0.003528
20.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanone,lacticacid,0.98542537,8.4356e-06,0.01456619,0.04188922,0.95080859,0.00730219
20.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanone,lacticacid,0.97729752,1.0656e-05,0.02269183,0.04329128,0.94535535,0.01135337
20.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanone,lacticacid,0.9685204,1.3578e-05,0.03146602,0.04476719,0.93951614,0.01571667
20.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanone,lacticacid,0.95901873,1.7458e-05,0.04096381,0.04633453,0.93322843,0.02043704
30.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanone,lacticacid,0.99935215,5.0218e-06,0.00064283,0.04165186,0.95796996,0.00037818
30.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanone,lacticacid,0.99870451,5.1299e-06,0.00129036,0.04179362,0.95744774,0.00075864
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanone,lacticacid,0.99739488,5.3543e-06,0.00259977,0.0420788,0.95639467,0.00152653
30.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanone,lacticacid,0.99334742,6.1007e-06,0.00664648,0.04294821,0.95316425,0.00388754
30.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanone,lacticacid,0.98617937,7.6359e-06,0.01381299,0.04444701,0.94752687,0.00802612
30.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanone,lacticacid,0.97843046,9.6443e-06,0.0215599,0.04601954,0.94153529,0.01244517
30.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanone,lacticacid,0.9700298,1.23e-05,0.0299579,0.04766486,0.93515731,0.01717783
30.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanone,lacticacid,0.96089873,1.5845e-05,0.03908542,0.0494011,0.92833195,0.02226694
40.0,0.999,0,0.0010033,0,1.0,0,h2o,2-undecanone,lacticacid,0.99938564,4.7627e-06,0.0006096,0.04429343,0.95529663,0.00040994
40.0,0.998,0,0.0020129,0,1.0,0,h2o,2-undecanone,lacticacid,0.99877129,4.8637e-06,0.00122385,0.04445093,0.95472683,0.00082223
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,2-undecanone,lacticacid,0.99752841,5.0737e-06,0.00246652,0.04476765,0.9535784,0.00165395
40.0,0.9897,0,0.0103,0,1.0,0,h2o,2-undecanone,lacticacid,0.9936824,5.7723e-06,0.00631183,0.045732,0.9500602,0.00420779
40.0,0.9787,0,0.0213,0,1.0,0,h2o,2-undecanone,lacticacid,0.9868534,7.2107e-06,0.01313939,0.04739397,0.94393386,0.00867217
40.0,0.9669,0,0.0331,0,1.0,0,h2o,2-undecanone,lacticacid,0.9794443,9.0977e-06,0.02054661,0.04912207,0.93745793,0.01342
40.0,0.9543,0,0.0457,0,1.0,0,h2o,2-undecanone,lacticacid,0.97138288,1.16e-05,0.02860552,0.05093063,0.93058491,0.01848446
40.0,0.9407,0,0.0593,0,1.0,0,h2o,2-undecanone,lacticacid,0.96258455,1.4957e-05,0.0374005,0.05282257,0.9232738,0.02390362
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanol,lacticacid,0.99931211,1.1296e-05,0.00067659,0.14670349,0.85289399,0.00040253
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanol,lacticacid,0.99863009,1.1527e-05,0.00135838,0.14678675,0.85240571,0.00080754
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanol,lacticacid,0.99725023,1.2008e-05,0.00273776,0.14695406,0.85142081,0.00162513
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanol,lacticacid,0.99297995,1.3602e-05,0.00700644,0.1474623,0.84839735,0.00414035
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanol,lacticacid,0.9853982,1.6858e-05,0.01458494,0.14833051,0.843115,0.0085545
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanol,lacticacid,0.9771786,2.1082e-05,0.02280032,0.14922986,0.83749499,0.01327516
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanol,lacticacid,0.96824622,2.6611e-05,0.03172716,0.15015249,0.8315071,0.01834041
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanol,lacticacid,0.9585167,3.3915e-05,0.04144938,0.15110585,0.82509665,0.0237975
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanol,lacticacid,0.99936451,1.0536e-05,0.00062495,0.14483134,0.85472889,0.00043977
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanol,lacticacid,0.99873427,1.0745e-05,0.00125498,0.14493817,0.85417968,0.00088215
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanol,lacticacid,0.99745835,1.1177e-05,0.00253048,0.14515286,0.85307232,0.00177482
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanol,lacticacid,0.99350267,1.261e-05,0.00648472,0.1458051,0.84967685,0.00451805
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanol,lacticacid,0.9864536,1.5536e-05,0.01353086,0.14691936,0.84375962,0.00932103
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanol,lacticacid,0.97877502,1.9334e-05,0.02120564,0.14807203,0.83748752,0.01444044
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanol,lacticacid,0.97038894,2.4316e-05,0.02958675,0.14925464,0.83083267,0.01991269
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanol,lacticacid,0.9612072,3.0917e-05,0.03876188,0.15047414,0.82374307,0.02578279
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanol,lacticacid,0.99940893,1.0167e-05,0.00058091,0.14390772,0.85562054,0.00047173
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanol,lacticacid,0.9988229,1.036e-05,0.00116674,0.14403475,0.85501905,0.0009462
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanol,lacticacid,0.99763583,1.0763e-05,0.00235341,0.14429008,0.85380649,0.00190343
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanol,lacticacid,0.99395015,1.2095e-05,0.00603775,0.14506619,0.85009043,0.00484338
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanol,lacticacid,0.98736171,1.4813e-05,0.01262347,0.14639331,0.84362267,0.00998402
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanol,lacticacid,0.98015522,1.8339e-05,0.01982644,0.14776685,0.83678062,0.01545253
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanol,lacticacid,0.97224983,2.2969e-05,0.0277272,0.14917726,0.82953898,0.02128376
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanol,lacticacid,0.96355372,2.9116e-05,0.03641717,0.15063143,0.82184793,0.02752064
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanone,lacticacid,0.99928308,1.6897e-05,0.00070002,0.03034692,0.96933408,0.000319
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanone,lacticacid,0.99857776,1.7236e-05,0.001405,0.03045281,0.96890723,0.00063996
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanone,lacticacid,0.99715201,1.7937e-05,0.00283005,0.03066616,0.96804595,0.00128789
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanone,lacticacid,0.99275041,2.025e-05,0.00722934,0.03131917,0.96539926,0.00328156
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanone,lacticacid,0.98497471,2.4929e-05,0.01500036,0.03245363,0.96076237,0.006784
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanone,lacticacid,0.97659956,3.0916e-05,0.02336953,0.03365679,0.95580489,0.01053831
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanone,lacticacid,0.96755733,3.8642e-05,0.03240402,0.03492779,0.95049371,0.0145785
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanone,lacticacid,0.95777322,4.8687e-05,0.04217809,0.03628545,0.94476599,0.01894857
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanone,lacticacid,0.99932568,1.508e-05,0.00065924,0.03358316,0.96605771,0.00035913
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanone,lacticacid,0.99866124,1.538e-05,0.00132338,0.03370883,0.96557087,0.0007203
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanone,lacticacid,0.99731745,1.6001e-05,0.00266655,0.03396184,0.96458925,0.00144891
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanone,lacticacid,0.9931631,1.8052e-05,0.00681885,0.0347348,0.96157852,0.00368668
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanone,lacticacid,0.98580391,2.2212e-05,0.01417388,0.03607679,0.95632009,0.00760312
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanone,lacticacid,0.97784756,2.7558e-05,0.02212488,0.03748239,0.95073944,0.01177817
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanone,lacticacid,0.96922611,3.4488e-05,0.0307394,0.03896752,0.94478539,0.0162471
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanone,lacticacid,0.95985915,4.3557e-05,0.04009729,0.04053579,0.93841455,0.02104966
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-decanone,lacticacid,0.99936373,1.4052e-05,0.00062222,0.03722476,0.96237983,0.00039541
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-decanone,lacticacid,0.99873641,1.4328e-05,0.00124927,0.03736957,0.96183747,0.00079296
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-decanone,lacticacid,0.99746707,1.4899e-05,0.00251803,0.037661,0.96074441,0.00159458
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-decanone,lacticacid,0.99353805,1.6785e-05,0.00644517,0.03855451,0.95739172,0.00405377
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-decanone,lacticacid,0.98655872,2.0618e-05,0.01342067,0.04008988,0.95156458,0.00834553
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-decanone,lacticacid,0.97898712,2.5557e-05,0.02098732,0.0416998,0.94539573,0.01290447
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-decanone,lacticacid,0.97075099,3.1985e-05,0.02921702,0.04338658,0.93885055,0.01776287
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-decanone,lacticacid,0.96176969,4.043e-05,0.03818988,0.04516932,0.93186853,0.02296215
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanol,lacticacid,0.99883963,0.00067754,0.00048283,0.2818739,0.71753848,0.00058762
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanol,lacticacid,0.99834653,0.00068419,0.00096928,0.28216275,0.71665779,0.00117946
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanol,lacticacid,0.99734903,0.00069781,0.00195316,0.28274486,0.71487922,0.00237592
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanol,lacticacid,0.9942629,0.0007412,0.0049959,0.28452726,0.70940182,0.00607092
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanol,lacticacid,0.98878387,0.00082312,0.010393,0.28763036,0.69976522,0.01260442
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanol,lacticacid,0.98283768,0.00091941,0.0162429,0.29090109,0.68944638,0.01965253
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanol,lacticacid,0.97635997,0.00103352,0.02260651,0.29435183,0.67837322,0.02727495
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanol,lacticacid,0.96927394,0.00116992,0.02955614,0.2979964,0.66646297,0.03554063
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanol,lacticacid,0.99896579,0.00059927,0.00043494,0.27325911,0.72613459,0.0006063
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanol,lacticacid,0.99852187,0.00060483,0.0008733,0.27355762,0.72522554,0.00121684
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanol,lacticacid,0.99762336,0.0006162,0.00176044,0.27415884,0.72339034,0.00245082
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanol,lacticacid,0.99483926,0.00065245,0.00450829,0.27599696,0.71774395,0.00625909
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanol,lacticacid,0.98988036,0.00072092,0.00939872,0.27918782,0.70782896,0.01298322
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanol,lacticacid,0.98447483,0.0008015,0.01472367,0.28253814,0.6972389,0.02022296
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanol,lacticacid,0.97855744,0.00089718,0.02054538,0.28606049,0.68590336,0.02803615
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanol,lacticacid,0.97204977,0.00101191,0.02693832,0.28976856,0.67374222,0.03648922
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanol,lacticacid,0.99905709,0.00054643,0.00039648,0.26735195,0.73202627,0.00062178
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanol,lacticacid,0.99865257,0.00055125,0.00079618,0.26766214,0.73109001,0.00124785
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanol,lacticacid,0.9978335,0.00056109,0.00160541,0.26828672,0.72920026,0.00251303
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanol,lacticacid,0.99529272,0.00059246,0.00411483,0.2701947,0.72338932,0.00641598
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanol,lacticacid,0.99075624,0.0006517,0.00859206,0.2734996,0.71319905,0.01330135
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanol,lacticacid,0.98579411,0.00072147,0.01348441,0.2769564,0.70233773,0.02070587
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanol,lacticacid,0.98034138,0.0008044,0.01885422,0.28058947,0.69072378,0.02868675
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanol,lacticacid,0.97431862,0.00090402,0.02477736,0.28440619,0.67828499,0.03730882
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanone,lacticacid,0.99843602,0.00105122,0.00051276,0.07579007,0.92370302,0.00050691
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanone,lacticacid,0.99790974,0.00106156,0.0010287,0.07615928,0.92282314,0.00101757
